genome_id	dog	bin_idx	read_hits	sample_hits	samples	bin_start	bin_stop
G000154205	No	50	102	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	231267	235986
G000154205	Yes	50	64	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	231267	235986
G000154205	not provided	50	55	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	231267	235986
G000154205	No	51	92	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	235986	240706
G000154205	Yes	51	60	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	235986	240706
G000154205	not provided	51	65	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	235986	240706
G000154205	No	52	87	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	240706	245426
G000154205	Yes	52	59	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	240706	245426
G000154205	not provided	52	47	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	240706	245426
G000154205	No	53	83	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	245426	250146
G000154205	Yes	53	41	9	[10317.000101074,10317.000101076,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	245426	250146
G000154205	not provided	53	45	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	245426	250146
G000154205	No	54	9	4	[10317.000100515,10317.000101096,10317.000101198,10317.000101250]	250146	254865
G000154205	Yes	54	7	3	[10317.000101112,10317.000101262,10317.000101404]	250146	254865
G000154205	not provided	54	7	5	[10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251]	250146	254865
G000154205	No	55	9	2	[10317.000100524,10317.000101250]	254865	259585
G000154205	not provided	55	2	2	[10317.000101178,10317.000101180]	254865	259585
G000154205	No	56	8	2	[10317.000100524,10317.000101250]	259585	264305
G000154205	Yes	56	1	1	[10317.000101124]	259585	264305
G000154205	not provided	56	7	2	[10317.000101180,10317.000101212]	259585	264305
G000154205	No	57	9	2	[10317.000100524,10317.000101250]	264305	269025
G000154205	not provided	57	3	3	[10317.000101178,10317.000101180,10317.000102741]	264305	269025
G000154205	No	58	9	2	[10317.000100524,10317.000101250]	269025	273744
G000154205	not provided	58	2	2	[10317.000101180,10317.000102741]	269025	273744
G000154205	No	59	10	2	[10317.000100524,10317.000101250]	273744	278464
G000154205	not provided	59	4	3	[10317.000101178,10317.000101180,10317.000102741]	273744	278464
G000154205	No	60	7	2	[10317.000100524,10317.000101250]	278464	283184
G000154205	not provided	60	3	2	[10317.000101178,10317.000101180]	278464	283184
G000154205	No	61	6	2	[10317.000100524,10317.000101250]	283184	287903
G000154205	not provided	61	1	1	[10317.000101180]	283184	287903
G000154205	No	62	8	2	[10317.000100524,10317.000101250]	287903	292623
G000154205	not provided	62	2	1	[10317.000101180]	287903	292623
G000154205	No	63	10	2	[10317.000100524,10317.000101250]	292623	297343
G000154205	not provided	63	2	1	[10317.000101180]	292623	297343
G000154205	No	64	12	3	[10317.000100524,10317.000101175,10317.000101250]	297343	302063
G000154205	not provided	64	4	3	[10317.000101178,10317.000101180,10317.000102741]	297343	302063
G000154205	No	65	45	12	[10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	302063	306782
G000154205	Yes	65	50	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	302063	306782
G000154205	not provided	65	19	7	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101251,10317.000102741]	302063	306782
G000154205	No	66	100	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	306782	311502
G000154205	Yes	66	49	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	306782	311502
G000154205	not provided	66	50	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	306782	311502
G000154205	No	67	86	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	311502	316222
G000154205	Yes	67	58	12	[10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	311502	316222
G000154205	not provided	67	55	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	311502	316222
G000154205	No	68	98	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	316222	320942
G000154205	Yes	68	59	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	316222	320942
G000154205	not provided	68	51	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	316222	320942
G000154205	No	69	87	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	320942	325661
G000154205	Yes	69	58	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	320942	325661
G000154205	not provided	69	61	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	320942	325661
G000154205	No	70	73	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	325661	330381
G000154205	Yes	70	42	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	325661	330381
G000154205	not provided	70	48	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	325661	330381
G000154205	No	71	85	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	330381	335101
G000154205	Yes	71	59	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	330381	335101
G000154205	not provided	71	54	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	330381	335101
G000154205	No	72	82	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	335101	339821
G000154205	Yes	72	43	11	[10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	335101	339821
G000154205	not provided	72	47	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	335101	339821
G000154205	No	73	98	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	339821	344540
G000154205	Yes	73	66	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	339821	344540
G000154205	not provided	73	50	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	339821	344540
G000154205	No	74	85	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	344540	349260
G000154205	Yes	74	62	9	[10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	344540	349260
G000154205	not provided	74	46	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	344540	349260
G000154205	No	75	91	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	349260	353980
G000154205	Yes	75	46	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	349260	353980
G000154205	not provided	75	46	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	349260	353980
G000154205	No	76	69	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	353980	358700
G000154205	Yes	76	57	9	[10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	353980	358700
G000154205	not provided	76	51	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	353980	358700
G000154205	No	77	95	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	358700	363419
G000154205	Yes	77	45	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101404]	358700	363419
G000154205	not provided	77	56	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	358700	363419
G000154205	No	78	92	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	363419	368139
G000154205	Yes	78	59	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	363419	368139
G000154205	not provided	78	48	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	363419	368139
G000154205	No	79	94	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	368139	372859
G000154205	Yes	79	70	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	368139	372859
G000154205	not provided	79	71	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	368139	372859
